,LetterBody
Malignant tumor of orbit (disorder),171.0
Partial central choroid dystrophy (disorder),100.0
Systemic sclerosis (disorder),128.0
Macular corneal dystrophy Type II (disorder),85.0
Malignant myopia (disorder),122.0
Wound of ocular adnexa (disorder),117.0
Alternating exotropia with Y pattern (disorder),30.0
Exophthalmos due to orbital edema or congestion (disorder),115.0
Juvenile cataract (disorder),142.0
Ankyloblepharon (disorder),138.0
Contusion of forehead (disorder),71.0
Chronic acquired lymphedema (disorder),117.0
Post-traumatic retinal scar (disorder),196.0
Contact lens related conjunctivitis (disorder),80.0
Latent vertical squint (disorder),148.0
Neuroretinitis (disorder),94.0
Recurrent herpes simplex infection of eye (disorder),168.0
Retinoschisis - outer leaf break (disorder),65.0
Blind or low vision - one eye only (disorder),66.0
Skew deviation (disorder),51.0
Morning glory disc (disorder),150.0
Disorder of sebaceous gland (disorder),73.0
Nystagmus signs (disorder),58.0
Neoplasm of choroid (disorder),56.0
Herpes simplex (disorder),89.0
Kidney stone (disorder),111.0
Loosening of acetabular cup of total hip replacement (disorder),89.0
Atopy (disorder),71.0
Adenoma of non-pigmented epithelium of ciliary body (disorder),106.0
Pulmonary embolism (disorder),110.0
Inflammation of orbit proper (disorder),96.0
Osteoporosis (disorder),52.0
Mechanical strabismus (disorder),117.0
Nonperforating wound of cornea (disorder),98.0
Gastric xanthelasma (disorder),74.0
Snail-track retinal degeneration (disorder),113.0
Discharge from suture line (disorder),103.0
Squamous neoplasm of surface epithelium (disorder),102.0
Muscular dystrophy (disorder),281.0
Monocular exotropia (disorder),108.0
Duchenne muscular dystrophy (disorder),66.0
Carbuncle/boil (disorder),106.0
Oculopharyngeal muscular dystrophy (disorder),125.0
Adenocarcinoma of lung (disorder),63.0
Cogan-Reese syndrome (disorder),106.0
Moderate visual impairment (disorder),52.0
Partial trisomy 21 in Down's syndrome (disorder),99.0
Gyrate atrophy (disorder),124.0
Cut of forehead (disorder),52.0
Chronic arthritis (disorder),125.0
Atrophic iris (disorder),105.0
Congenital nystagmus without sensory abnormality (disorder),169.0
Glaucoma with intraocular hemorrhage (disorder),61.0
Infantile cataract (disorder),98.0
Flap loss (disorder),226.0
On examination - erythematous rash (disorder),154.0
Noncystoid edema of macula of retina (disorder),84.0
Irritated basal cell papilloma (disorder),87.0
Dermatosis of eyelid (disorder),188.0
Intermittent claudication (disorder),83.0
Toxic amblyopia (disorder),107.0
Polymyalgia rheumatica (disorder),99.0
Foreign body in sclera (disorder),70.0
Angular blepharoconjunctivitis (disorder),285.0
Orbital deformity associated with craniofacial deformity (disorder),288.0
Intraepithelial squamous cell carcinoma (disorder),38.0
Total and subtotal congenital cataract (disorder),95.0
Orbital deformity due to bone disease (disorder),223.0
Ectropion from focal conjunctival scarring (disorder),80.0
Infected conjunctival abrasion (disorder),153.0
Benign neoplasm of sphenoidal sinus (disorder),106.0
Superior oblique myokymia (disorder),96.0
Hamartoma (disorder),207.0
Congenital distichiasis (disorder),192.0
Aspergillus otomycosis (disorder),69.0
Hypopyon (disorder),142.0
Graves' disease (disorder),237.0
Carcinoma in situ of eye (disorder),202.0
Non-comitant strabismus (disorder),118.0
Keratoacanthoma (disorder),202.0
Secondary Sjogren's syndrome with multisystem involvement (disorder),121.0
Branchial cleft (disorder),54.0
Crohn's disease (disorder),309.0
Residual stage angle-closure glaucoma (disorder),92.0
Tertiary syphilitic chorioretinitis (disorder),47.0
Monocular esotropia with noncommitance other than A OR V pattern (disorder),247.0
Very severe nonproliferative diabetic retinopathy (disorder),241.0
Atrophia bulborum hereditaria (disorder),41.0
Congenital ectropion (disorder),56.0
Blau syndrome (disorder),246.0
Neonatal dacryocystitis (disorder),155.0
Myopathy in myasthenia gravis (disorder),51.0
Onset of psoriasis in adolescence (10-20 years) (disorder),98.0
Congenital disorders of eye and eyelid movements (disorder),36.0
Acute contagious conjunctivitis (disorder),153.0
Trochlear nerve injury (disorder),32.0
Complete optic atrophy (disorder),221.0
Ballism (disorder),68.0
Penetrating injury by knife (disorder),206.0
Lens particle glaucoma (disorder),302.0
Peripheral keratitis (disorder),79.0
Rosacea conjunctivitis (disorder),81.0
Periocular dermatitis (disorder),83.0
Medial rectus muscle restriction (disorder),96.0
Postinflammatory chorioretinal scar (disorder),70.0
Acute orbital myositis (disorder),135.0
Tuberculous disseminated chorioretinitis (disorder),53.0
Microscopic cystic corneal dystrophy (disorder),87.0
X-linked retinitis pigmentosa heterozygote (disorder),274.0
Symblepharon to lid (disorder),76.0
Tamsulosin-associated floppy iris syndrome (disorder),62.0
Congenital fibrosis syndrome (disorder),119.0
Rod dystrophy (disorder),72.0
Post-herpetic scar (disorder),86.0
Contact lens related red eye (disorder),180.0
Hemangiopericytoma (disorder),108.0
Toxicity due to radiotherapy (disorder),106.0
Vasculitis (disorder),67.0
Hyperviscosity retinopathy (disorder),195.0
Chronic kidney disease stage 1 (disorder),83.0
Imperforate lacrimal punctum (disorder),51.0
"Chronic lymphoid leukemia, disease (disorder)",85.0
Congenital sutural cataract (disorder),63.0
Sensorineural hearing loss (disorder),76.0
Melanoma-associated retinopathy (disorder),168.0
Disorder of maxillary sinus (disorder),113.0
Benign neoplasm of skin of eyebrow (disorder),46.0
Rubella cataract (disorder),89.0
"Manifest vertical squint, eye up (disorder)",219.0
Malignant neoplasm of lower eyelid (disorder),124.0
Idiopathic corneal edema (disorder),124.0
Peripheral retinal telangiectatic mass (disorder),154.0
Disorder of extraocular muscle (disorder),106.0
Postmastectomy lymphedema syndrome (disorder),90.0
Lentigo maligna melanoma (disorder),122.0
Sensory hearing loss (disorder),81.0
Keratoconjunctivitis due to Moraxella bovis (disorder),99.0
Penetrating wound of orbit proper (disorder),164.0
Culture negative peripheral corneal ulcer (disorder),31.0
Aspiration of foreign body (disorder),37.0
Visual halos (disorder),221.0
Ca breast - nipple/central (disorder),69.0
Spasm of the near synkinetic reflex (disorder),148.0
Inclusion cyst of eyelid (disorder),54.0
Orbital hemorrhage (disorder),52.0
Neoplasm of uncertain behavior of conjunctiva (disorder),143.0
Primary Congenital Glaucoma with Spontaneously arrested (disorder),175.0
"Cellulitis of leg, excluding foot (disorder)",123.0
Acute arthritis (disorder),238.0
Monocular exotropia with A pattern (disorder),165.0
Pleural effusion (disorder),79.0
Alternating hypertropia (disorder),64.0
Paralytic strabismus (disorder),420.0
Amyloidosis (disorder),52.0
"Localized, primary osteoarthritis of the shoulder region (disorder)",86.0
Demodectic blepharitis (disorder),74.0
"Ectropion of lip, acquired (disorder)",226.0
Pathological hypermetropia (disorder),287.0
Benign neoplasm of facial nerve (disorder),83.0
Marginal corneal gutter (disorder),289.0
Foster-Fuchs' spot (disorder),107.0
Basal cell carcinoma of nose (disorder),69.0
Carotid territory transient ischemic attack (disorder),217.0
Rod monochromatism (disorder),100.0
Toxic epidermal necrolysis due to drug (disorder),297.0
On examination - retinal exudates (disorder),31.0
Dystrophic corneal ulcer (disorder),119.0
Peripheral degeneration of retina (disorder),138.0
Familial facial nerve palsy (disorder),154.0
Malignant neoplasm of axillary tail of female breast (disorder),49.0
Exudative maculopathy associated with type I diabetes mellitus (disorder),117.0
Achilles tendinitis (disorder),133.0
Ischemic heart disease (disorder),127.0
Retrobulbar optic nerve atrophy (disorder),109.0
Congenital anomaly of visual system (disorder),117.0
Reflex blepharospasm (disorder),92.0
Chlamydial conjunctivitis (disorder),54.0
Orbital congestion (disorder),207.0
Diffuse lamellar keratitis (disorder),48.0
Localized pemphigoid (disorder),115.0
Iatrogenic retinal tear (disorder),107.0
Cutaneous sarcoidosis (disorder),138.0
Retinitis pigmentosa-deafness-ataxia syndrome (disorder),68.0
Benign neoplasm of sphenoid bone (disorder),78.0
Pemphigus foliaceus (disorder),153.0
Tamoxifen retinopathy (disorder),80.0
Nutritional amblyopia (disorder),122.0
Incomitant exophoria (disorder),104.0
Acquired heterochromia of iris (disorder),194.0
Angiomyolipoma of kidney (disorder),136.0
Infection due to Pseudomonas aeruginosa (disorder),131.0
Sclerouveitis (disorder),117.0
Microphthalmos with other eye anomaly (disorder),174.0
Multiple basal cell papillomata (disorder),91.0
Fracture of orbit (disorder),206.0
Deep hemangioma of skin (disorder),62.0
Accommodative excess (disorder),169.0
Dislocations and subluxations (disorder),54.0
Leiomyoma of ciliary body (disorder),191.0
Abscess of orbit (disorder),78.0
Effect of foreign body (disorder),40.0
Sector shaped iris atrophy (disorder),111.0
Bilateral diffuse uveal melanocytic proliferation (disorder),56.0
Pink eye disease (disorder),226.0
Congenital color blindness (disorder),55.0
Acute osteomyelitis - knee (disorder),148.0
Idiopathic choroiditis (disorder),98.0
Nonparalytic strabismus (disorder),87.0
On examination - visual nystagmus (disorder),30.0
Retinal cyst (disorder),179.0
Ocular onchocerciasis (disorder),110.0
Neonatal bacterial conjunctivitis (disorder),64.0
Senile ectropion (disorder),92.0
Simple periorbital laceration (disorder),218.0
Penetrating injury by arrow (disorder),134.0
Juvenile chronic arthritis (disorder),95.0
Tuberculous chronic iridocyclitis (disorder),175.0
Mechanical complication of eye orbit prosthesis (disorder),174.0
Mixed pinta lesions (disorder),63.0
Xeroderma of eyelid (disorder),70.0
Hemorrhage at vitreoretinal interface (disorder),51.0
Abrasion of periorbital region of face (disorder),117.0
Curvature hypermetropia (disorder),119.0
Posterior keratoconus (disorder),36.0
Chronic arthritis of juvenile onset (disorder),109.0
Retinal arteritis (disorder),230.0
Infected corneal abrasion (disorder),50.0
Ecchymosis of eyelid (disorder),71.0
Ocular syphilis (disorder),203.0
Absent anterior chamber of eye (disorder),84.0
Supranuclear facial nerve paralysis (disorder),70.0
Carcinoma in situ of conjunctiva (disorder),44.0
Neoplasm of skin of eyebrow (disorder),127.0
Retinocytoma (disorder),86.0
Acute appendicitis (disorder),147.0
Corneal intraepithelial neoplasia (disorder),138.0
Herpes zoster with dermatitis of eyelid (disorder),60.0
Metastatic disseminated retinitis AND retinochoroiditis (disorder),129.0
Ghost cell glaucoma (disorder),448.0
Disorder of optic chiasm due to pituitary disorder (disorder),104.0
Total central choroidal atrophy (disorder),68.0
Congenital corneal keloid (disorder),93.0
Laceration of eyelid involving lacrimal passages (disorder),180.0
loose conjunctival suture,149.0
Oculomotor apraxia (disorder),201.0
Adenoviral pharyngoconjunctivitis (disorder),220.0
White dot syndrome (disorder),90.0
Retinal pigment epithelial adenocarcinoma (disorder),250.0
Lacrimal sac granuloma (disorder),102.0
"Ocular albinism, type I (disorder)",157.0
Impetigo of eyelid (disorder),44.0
10-30% body burnt (disorder),107.0
Deformity of eyelid (disorder),60.0
Aphakia - Elschnig's pearls (disorder),50.0
Disseminated chorioretinal scars (disorder),230.0
Congenital failure of eye elevation (disorder),132.0
Foreign body granuloma of skin (disorder),34.0
Eyelid vascular anomalies (disorder),79.0
Basilar migraine (disorder),83.0
Nonrefractive accommodative esotropia (disorder),59.0
Localized skin involvement by breast carcinoma (disorder),74.0
Previous cesarean section (disorder),65.0
Vossius' ring (disorder),92.0
Traumatic injury of abducens nerve (disorder),237.0
Rosacea of skin of eyelid (disorder),98.0
Basal cell carcinoma of cheek (disorder),154.0
Cilioretinal artery (disorder),124.0
Localized retinal edema (disorder),104.0
Mechanical complication of intraocular lens (disorder),160.0
Retinopathy of prematurity stage 2 - intraretinal ridge (disorder),137.0
Foreign body in iris (disorder),204.0
Subjective visual disturbance (disorder),131.0
Anterior staphyloma (disorder),95.0
Localized traumatic opacity (disorder),116.0
Chorioretinal vascular disorder (disorder),127.0
"Carcinoma breast - lower, outer quadrant (disorder)",88.0
Trigeminal (V) neuralgia,82.0
Congenital anomaly of macula (disorder),105.0
Amyloid corneal degeneration (disorder),59.0
Congenital entropion (disorder),39.0
Traumatic enucleation of eye (disorder),76.0
Primary leiomyosarcoma (disorder),346.0
Optic disc vascular anomaly (disorder),86.0
Chemical burn of eyelid region (disorder),38.0
Hypertrophic scar (disorder),115.0
Ring staphyloma (disorder),138.0
Hemangioma of retina (disorder),79.0
Disorder of vitreous body and/or retina (disorder),218.0
Astrocytic hamartoma (disorder),135.0
Cervical sympathetic dystrophy (disorder),181.0
Entropion from focal conjunctival scarring (disorder),87.0
Carcinoma in situ of nasolacrimal duct (disorder),76.0
Lambda pattern strabismus (disorder),133.0
Carotid artery occlusion (disorder),63.0
Retina - peripheral cystic tufts (disorder),105.0
Cornea plana (disorder),98.0
Latent convergent squint (disorder),141.0
Adenocarcinoma of lacrimal gland (disorder),72.0
Euryblepharon (disorder),109.0
Acute Herpes Zoster neuropathy (disorder),58.0
Foreign body in conjunctival sac (disorder),80.0
Melanosis oculi (disorder),86.0
PHPV (disorder),238.0
Lymphangioma (disorder),59.0
Breech malpresentation successfully converted to cephalic presentation (disorder),107.0
Rhabdomyosarcoma of orbit (disorder),117.0
Acquired lacrimal fistula (disorder),167.0
Eczema herpeticum (disorder),186.0
Necrotizing fasciitis (disorder),62.0
Foreign body in lacrimal punctum (disorder),94.0
Congenital cyst of iris (disorder),146.0
Exudative detachment of retinal pigment epithelium (disorder),80.0
Epithelial inclusion cyst of cornea (disorder),103.0
Stenosis and insufficiency of lacrimal passages (disorder),100.0
Laceration of globe of eye (disorder),221.0
Melanocytic nevus (disorder),57.0
Absolute afferent pupillary defect (disorder),78.0
Benign hypertensive heart disease with congestive cardiac failure (disorder),63.0
Foreign body in anterior segment of eyeball (disorder),92.0
Retinal light toxicity (disorder),116.0
Active tuberculosis (disorder),40.0
Benign epithelial neoplasm of skin (disorder),118.0
Retained membrane (disorder),33.0
Apocrine gland cyst (disorder),123.0
Ocular fistula causing hypotony of eye (disorder),123.0
Congenital obstruction of lacrimal canal (disorder),92.0
Superior division third nerve palsy (disorder),98.0
Herpes zoster with ophthalmic complication (disorder),102.0
Fleck corneal dystrophy (disorder),125.0
Neoplasm of ciliary body (disorder),340.0
Monocular exotropia with Y pattern (disorder),60.0
Persistent mydriasis (disorder),123.0
Diabetic retinal microaneurysm (disorder),94.0
Old keratitis (disorder),121.0
Retinal phlebitis (disorder),118.0
Vitreoretinal degeneration (disorder),107.0
Apocrine cystadenoma (disorder),130.0
Acquired peripheral telangiectasia (disorder),17.0
Focal choroiditis (disorder),45.0
Congenital lacrimal fistula (disorder),243.0
Secondary syphilitic uveitis (disorder),190.0
Adenoid cystic carcinoma of lacrimal gland (disorder),113.0
"Mucopolysaccharidosis, MPS-I (disorder)",266.0
Oral cicatricial pemphigoid (disorder),94.0
Partial cataract (disorder),158.0
Visual obscuration (disorder),84.0
North Carolina macular dystrophy (disorder),176.0
Blind hypotensive eye (disorder),65.0
Membranous conjunctivitis (disorder),70.0
Refractive accommodative esotropia (disorder),108.0
Retinoma (disorder),100.0
Congenital anomaly of eyelid (disorder),84.0
Combined visual and hearing impairment (disorder),107.0
Eccrine hidrocystoma of skin (disorder),85.0
Unsatisfactory outcome of laser surgery (disorder),101.0
Old intraocular magnetic foreign body (disorder),106.0
Congenital nuclear ophthalmoplegia (disorder),90.0
Vitamin A deficiency with Bitot's spot AND conjunctival xerosis (disorder),69.0
Pseudocyst of retina (disorder),102.0
Mucocolpos (disorder),57.0
Intermittent vertical heterotropia (disorder),130.0
Restrictive strabismus due to orbital fibrosis (disorder),157.0
Caruncle of labium (disorder),14.0
Pituitary adenoma (disorder),107.0
Propionibacterium acnes endophthalmitis (disorder),223.0
Intraductal carcinoma in situ of breast (disorder),159.0
Osteoarthritis of finger joint (disorder),44.0
Hypertensive choroidopathy (disorder),105.0
Alternating exotropia with X AND/OR Y pattern (disorder),79.0
Neonatal chlamydial conjunctivitis (disorder),62.0
Thermal injury to conjunctiva (disorder),169.0
Striate keratitis (disorder),100.0
Foreign body of face (disorder),82.0
Inferior oblique underaction (disorder),76.0
On examination - retinal microaneurysms (disorder),121.0
Bowen's disease of cornea (disorder),149.0
Sectorial hypoplasia of optic disc (disorder),46.0
Multiple cranial nerve palsies of ocular motor nerves (disorder),265.0
On examination - left eye diabetic maculopathy (disorder),131.0
Carcinoma in situ of cornea (disorder),202.0
Facial asymmetry (disorder),108.0
Postinflammatory optic atrophy (disorder),141.0
Deep scleritis (disorder),167.0
Open wound of eyebrow (disorder),72.0
Foreign body reaction to oily substance (disorder),105.0
Pseudoretinitis pigmentosa (disorder),143.0
Fat pad syndrome (disorder),39.0
Lumpy skin disease (disorder),94.0
Basal cell carcinoma of lateral canthus (disorder),74.0
Corneal allograft rejection (disorder),174.0
Congenital facial nerve palsy (disorder),90.0
Chronic postoperative endophthalmitis (disorder),65.0
Venous hemangioma (disorder),146.0
Epidermoid cyst of skin (disorder),137.0
Diffuse low grade B-cell lymphoma (disorder),203.0
Perineal incisional hernia (disorder),56.0
